Molecule ChEMBL ID,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Smiles
CHEMBL1821868,454.56,6.69,1.0,IC50,'=',3850.0,nM,5.42,Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1C
CHEMBL1821879,474.43,7.24,1.0,IC50,'=',19640.0,nM,4.71,Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1
CHEMBL2032376,528.62,3.81,1.0,IC50,'=',3.14,nM,8.5,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL2029436,590.69,5.38,2.0,IC50,'=',0.98,nM,9.01,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL524457,444.52,4.16,0.0,IC50,'=',30.0,nM,7.52,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1
CHEMBL592481,304.16,2.25,0.0,IC50,'=',1460.0,nM,5.84,O=C1CSC(N/N=C/c2cc(Cl)cc(Cl)c2O)=N1
CHEMBL591050,264.27,1.15,0.0,IC50,'=',26610.0,nM,4.58,O=C1CSC(N/N=C/c2cccc([N+](=O)[O-])c2)=N1
CHEMBL2029438,604.72,5.38,2.0,IC50,'=',0.38,nM,9.42,C=CC(=O)Nc1cccc(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL2032377,473.54,4.12,0.0,IC50,'=',6.22,nM,8.21,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N(C)C)cc4OC)nc32)c1
CHEMBL2029429,528.62,3.81,1.0,IC50,'=',2.31,nM,8.64,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1
CHEMBL601828,506.19,5.86,2.0,IC50,'=',1120.0,nM,5.95,O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cc(Br)cc(Br)c1O
CHEMBL320705,427.29,5.05,1.0,IC50,'=',66.0,nM,7.18,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1
CHEMBL2029441,696.81,6.96,2.0,IC50,'=',1.67,nM,8.78,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccc(OCc4ccccc4)cc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL65848,470.53,3.31,0.0,IC50,'=',1410.0,nM,5.85,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21
CHEMBL2018765,418.9,4.9,0.0,IC50,'=',9900.0,nM,5.0,CCN(CC)CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC
CHEMBL1278149,379.19,4.34,0.0,IC50,'=',5900.0,nM,5.23,COc1cc2ncnc(Oc3ccc(Br)c(F)c3)c2cc1OC
CHEMBL132466,407.83,5.81,1.0,IC50,'=',680.0,nM,6.17,COc1cc2cc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3cc2cc1OC
CHEMBL143968,423.51,5.93,1.0,IC50,'=',1100.0,nM,5.96,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1
CHEMBL165788,319.29,3.83,0.0,IC50,'=',1.1,nM,8.96,CNc1cc2c(Nc3cccc(C(F)(F)F)c3)ncnc2cn1
CHEMBL2347970,397.43,5.3,1.0,IC50,'=',434.0,nM,6.36,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccco3)c12)c1ccccc1
CHEMBL125086,375.43,5.43,1.0,IC50,'=',3.0,nM,8.52,CCOc1cc2ncnc(Nc3cccc(-c4ccco4)c3)c2cc1OCC
CHEMBL127041,360.22,2.94,0.0,IC50,'=',0.24,nM,9.62,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL2316159,462.63,7.22,1.0,IC50,'=',4800.0,nM,5.32,COc1cc(/C=C2\CCC/C(=C\c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)C2=O)cc(OC)c1
CHEMBL2316145,413.31,5.69,1.0,IC50,'=',6800.0,nM,5.17,COc1cc(/C=C2\CCC/C(=C\c3cccc(Br)c3)C2=O)cc(OC)c1
CHEMBL2348418,570.1,5.24,2.0,IC50,'=',47.0,nM,7.33,CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1
CHEMBL94066,468.36,3.96,0.0,IC50,'=',107.0,nM,6.97,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL2426288,477.96,4.25,0.0,IC50,'=',96.0,nM,7.02,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1
CHEMBL93464,383.25,4.65,0.0,IC50,'=',236.0,nM,6.63,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL555201,333.78,3.1,0.0,IC50,'=',100.0,nM,7.0,COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC.Cl
CHEMBL432416,268.27,2.33,0.0,IC50,'=',14100.0,nM,4.85,Nc1ccc(-c2cc(=O)c3cc(N)c(O)cc3o2)cc1
CHEMBL368234,579.06,6.87,2.0,IC50,'=',255.0,nM,6.59,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1cn(C)cn1
CHEMBL360780,590.51,7.19,2.0,IC50,'=',163.0,nM,6.79,CCOc1cc2ncc(C#N)c(Nc3cc(Cl)c(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CHEMBL3234742,527.55,3.64,1.0,IC50,'=',43.0,nM,7.37,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(N)nc1
CHEMBL3234744,541.58,4.1,1.0,IC50,'=',120.0,nM,6.92,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3ccc(CN4CCN(C)CC4)c(C(F)(F)F)c3)ccc2C)cn1
CHEMBL443523,369.22,4.26,0.0,IC50,'=',0.2512,nM,9.6,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1
CHEMBL489112,341.21,4.09,0.0,IC50,'=',0.7943,nM,9.1,CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21
CHEMBL125568,390.24,2.3,0.0,IC50,'=',14.13,nM,7.85,OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL340508,331.18,2.82,0.0,IC50,'=',7.079,nM,8.15,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL126903,388.23,3.05,0.0,IC50,'=',15.85,nM,7.8,CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1
CHEMBL472743,497.39,4.58,0.0,IC50,'=',5390.0,nM,5.27,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)ccnc12
CHEMBL514771,484.96,4.99,0.0,IC50,'=',10590.0,nM,4.97,COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1
CHEMBL1173665,368.26,4.53,0.0,IC50,'=',6560.0,nM,5.18,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1F
CHEMBL1172915,380.3,4.4,0.0,IC50,'=',5740.0,nM,5.24,COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(N)=S)cc1
CHEMBL1173688,388.33,4.46,0.0,IC50,'=',4210.0,nM,5.38,Cc1ccc(C2=NN(C(N)=S)C(c3ccccc3Br)C2)cc1C
CHEMBL1173813,323.47,4.01,0.0,IC50,'=',340.0,nM,6.47,Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C(N)=S)cc1
CHEMBL1172603,310.37,4.14,0.0,IC50,'=',15560.0,nM,4.81,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(F)cc1
CHEMBL1173319,306.41,4.31,0.0,IC50,'=',17490.0,nM,4.76,CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(C)cc1
CHEMBL2047247,308.77,4.03,0.0,IC50,'=',26000.0,nM,4.58,Nc1nc2c(c(Nc3ccc(Cl)cc3)n1)-c1ccccc1C2
CHEMBL3970063,308.77,4.03,0.0,IC50,'=',45100.0,nM,4.35,Nc1nc(Nc2cccc(Cl)c2)c2c(n1)-c1ccccc1C2
CHEMBL3671489,531.39,4.49,1.0,IC50,'=',11.0,nM,7.96,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCNC(=O)NCC
CHEMBL3671496,517.36,4.1,1.0,IC50,'=',2.0,nM,8.7,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)NCC
CHEMBL3671511,545.41,4.88,1.0,IC50,'=',20.0,nM,7.7,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)NC(C)CC
CHEMBL499344,394.28,4.64,0.0,IC50,'=',1670.0,nM,5.78,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccccc3)[nH]c2n1
CHEMBL1254443,436.36,4.98,0.0,IC50,'=',1200.0,nM,5.92,Cc1ccccc1Cc1cc2c(N(C)c3cccc(Br)c3)nc(N)nc2n1C
CHEMBL1241768,331.76,2.4,0.0,IC50,'=',1400.0,nM,5.85,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2[C@@H]1CCOC1
CHEMBL480348,508.02,6.91,2.0,IC50,'=',121.0,nM,6.92,CCNCc1ccc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)[nH]1
CHEMBL407534,208.21,0.77,0.0,IC50,'=',780.0,nM,6.11,O=C(O)/C=C/c1cc(CO)ccc1CO
CHEMBL4065426,400.42,2.78,0.0,IC50,'=',4.0,nM,8.4,CNS(=O)(=O)c1cccc(Nc2cc(Nc3cccc([N+](=O)[O-])c3)ncn2)c1
CHEMBL4063890,472.38,4.16,0.0,IC50,'=',60.0,nM,7.22,COc1cc(Br)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC
CHEMBL3297891,289.34,4.74,0.0,IC50,'=',145.2,nM,6.84,Cc1nc(Nc2cccc3ccccc23)c2cc(C)oc2n1
CHEMBL3263959,654.74,5.24,2.0,IC50,'=',7670.0,nM,5.12,COc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
CHEMBL3263963,646.74,6.25,2.0,IC50,'=',168.0,nM,6.78,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccoc5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
CHEMBL3263969,646.74,6.25,2.0,IC50,'=',1907.0,nM,5.72,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccco5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
CHEMBL2180203,416.41,3.44,0.0,IC50,'=',60.0,nM,7.22,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(C(F)(F)F)cc3)c3c(N)ncnc32)C1
CHEMBL4082000,552.6,6.12,2.0,IC50,'=',38.0,nM,7.42,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(C(F)(F)F)c4)ccc23)c(OC)cc1N(C)CCN(C)C
CHEMBL4079501,485.59,4.5,0.0,IC50,'=',30.0,nM,7.52,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C
CHEMBL4087570,479.56,7.01,1.0,IC50,'=',539.2,nM,6.27,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2F)c1
CHEMBL4102214,366.42,4.72,0.0,IC50,'=',44977.99,nM,4.35,c1ccc(C(c2ccccc2)c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1
CHEMBL4091284,324.77,3.78,0.0,IC50,'=',100000.0,nM,4.0,Clc1ccc2nc(Cc3nnc(Cc4ccccc4)o3)[nH]c2c1
CHEMBL1828867,311.31,2.01,0.0,IC50,'=',5170.0,nM,5.29,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(F)cc1
CHEMBL1829274,388.67,3.15,0.0,IC50,'=',21280.0,nM,4.67,O=C(Cc1cccc(Br)c1)NS(=O)(=O)c1ccc(Cl)cc1
CHEMBL171000,287.27,2.18,0.0,IC50,'=',35000.0,nM,4.46,O=C(O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O
CHEMBL3133907,318.38,4.06,0.0,IC50,'=',18900.0,nM,4.72,C=CC(=O)Nc1ccc2ncnc(Nc3ccccc3CC)c2c1
CHEMBL3747570,475.51,4.04,0.0,IC50,'=',12246.16,nM,4.91,CC(=O)N1N=C(c2ccccc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1
CHEMBL3747277,495.92,4.31,0.0,IC50,'=',7379.04,nM,5.13,CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1
CHEMBL1645474,401.31,3.16,0.0,IC50,'=',6.0,nM,8.22,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1
CHEMBL1645472,340.41,2.54,0.0,IC50,'=',32.0,nM,7.5,NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1
CHEMBL225721,524.46,6.76,2.0,IC50,'=',970.0,nM,6.01,COc1ccc(N(CCN/N=N/c2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)CC(C)Cl)cc1
CHEMBL4529521,474.51,4.67,0.0,IC50,'=',50.8,nM,7.29,CCc1ccc(C(=O)/C=C\C(=O)O[C@H](CC=C(C)C)C2=CC(=O)c3c(O)ccc(O)c3C2=O)cc1
CHEMBL2385981,646.16,6.29,2.0,IC50,'=',5000.0,nM,5.3,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1
CHEMBL2385978,571.01,5.67,2.0,IC50,'=',2000.0,nM,5.7,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C
CHEMBL2385977,629.16,5.55,2.0,IC50,'=',1000.0,nM,6.0,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1
CHEMBL426580,354.21,4.32,0.0,IC50,'=',0.29,nM,9.54,Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1
CHEMBL2333999,426.67,4.95,0.0,IC50,'=',18.1,nM,7.74,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCBr
CHEMBL2333991,357.41,5.06,1.0,IC50,'=',126.7,nM,6.9,COc1cc2ncnc(Nc3cccc(-c4ccccc4)c3)c2cc1OC
CHEMBL29641,327.41,4.11,0.0,IC50,'=',126.7,nM,6.9,COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC
CHEMBL73820,205.17,1.09,0.0,IC50,'=',25000.0,nM,4.6,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O
CHEMBL4868614,548.65,5.63,2.0,IC50,'=',0.55,nM,9.26,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1
CHEMBL304971,495.95,3.53,0.0,IC50,'=',410.0,nM,6.39,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21
CHEMBL3358006,530.5,2.86,1.0,IC50,'=',2100.0,nM,5.68,C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=O)=O)cc2F)cn1
CHEMBL340484,456.39,3.58,0.0,IC50,'=',4.9,nM,8.31,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1
CHEMBL1241774,305.35,2.6,0.0,IC50,'=',18000.0,nM,4.75,CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21
CHEMBL1242208,304.36,3.2,0.0,IC50,'=',100000.0,nM,4.0,CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21
CHEMBL480356,444.49,3.9,0.0,IC50,'=',3480.0,nM,5.46,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(C(=O)NNc4ccccc4)cc32)c(C)c1CCC(=O)O
CHEMBL400413,548.65,3.48,1.0,IC50,'=',210.0,nM,6.68,CS(=O)(=O)N1CCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1
CHEMBL475761,564.09,6.81,2.0,IC50,'=',5.0,nM,8.3,CN1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)o2)CC1
CHEMBL475446,586.11,5.94,2.0,IC50,'=',7.0,nM,8.15,CS(=O)(=O)CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1
CHEMBL334697,384.24,3.68,0.0,IC50,'=',13.0,nM,7.89,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL3699600,576.96,5.01,2.0,IC50,'=',65.0,nM,7.19,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2Cl)c1
CHEMBL329183,284.25,3.42,0.0,IC50,'=',6165.95,nM,5.21,O=[N+]([O-])c1ccc2c(Nc3cccc(F)c3)ncnc2c1
CHEMBL154911,310.42,3.84,0.0,IC50,'=',100000.0,nM,4.0,O=C(CCC1C(S)=Nc2ccccc21)NCc1ccccc1
CHEMBL52665,301.15,3.53,0.0,IC50,'=',35.0,nM,7.46,Brc1cccc(Nc2ncnc3ccncc23)c1
CHEMBL2148044,567.98,4.8,1.0,IC50,'=',15.0,nM,7.82,CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21
CHEMBL195029,553.45,6.04,2.0,IC50,'=',2700.0,nM,5.57,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl
CHEMBL5172236,465.58,3.83,0.0,IC50,'=',6.532,nM,8.19,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3ccsc23)CC1
CHEMBL5189711,519.61,2.93,1.0,IC50,'=',132.65,nM,6.88,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)nc3[nH]ccc23)CC1
CHEMBL5179952,478.62,3.74,0.0,IC50,'=',359.33,nM,6.45,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)CC1
CHEMBL5174995,536.66,3.67,1.0,IC50,'=',60.74,nM,7.22,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)nc3ccsc23)CC1
CHEMBL2335018,482.51,5.89,1.0,IC50,'=',12800.0,nM,4.89,CC(C)(C)C(=O)Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(CCc3ccccn3)[nH]c2n1
CHEMBL371863,324.38,3.08,0.0,IC50,'=',200.0,nM,6.7,CCOC(=O)c1cn2ncnc(NCc3ccccc3)c2c1CC
CHEMBL196438,412.45,4.13,0.0,IC50,'=',20.0,nM,7.7,CCc1c(C(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL193368,520.6,4.88,1.0,IC50,'=',170.0,nM,6.77,CCc1c(C(=O)OCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL5170653,646.6,6.51,2.0,IC50,'=',57.8,nM,7.24,CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(Cl)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1
CHEMBL5169943,680.27,7.52,2.0,IC50,'=',164.9,nM,6.78,CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(C3CCCC3)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1
CHEMBL5172338,532.09,5.25,2.0,IC50,'=',15.6,nM,7.81,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1
CHEMBL5185864,638.24,5.23,2.0,IC50,'=',69.2,nM,7.16,CCS(=O)(=O)n1cc(-c2nc(Nc3cc(C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21
CHEMBL5179495,666.29,6.04,2.0,IC50,'=',115.9,nM,6.94,CCS(=O)(=O)n1cc(-c2nc(Nc3cc(C(C)C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21
CHEMBL176702,359.43,2.75,0.0,IC50,'=',3400.0,nM,5.47,Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CNCCO)c1
CHEMBL112925,252.27,2.62,0.0,IC50,'=',8700.0,nM,5.06,Nc1ccc(-c2cc(=O)c3cc(N)ccc3o2)cc1
CHEMBL144908,434.41,1.26,1.0,IC50,'=',500.0,nM,6.3,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL333041,319.29,3.24,0.0,IC50,'=',8000.0,nM,5.1,Nc1cc2ncnc(NCc3ccc(C(F)(F)F)cc3)c2cn1
CHEMBL78700,442.59,5.97,1.0,IC50,'=',500.0,nM,6.3,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCCO)cc5)sc34)ccc2[nH]1
CHEMBL429057,316.36,3.16,0.0,IC50,'=',1100.0,nM,5.96,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1CO
CHEMBL4090686,489.55,5.3,1.0,IC50,'=',7.0,nM,8.15,CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1
CHEMBL5195321,317.4,3.98,0.0,IC50,'=',53.0,nM,7.28,CC(C)(C)n1cc(-c2cncc3ccccc23)c2c(N)ncnc21
CHEMBL5174418,708.65,5.7,3.0,IC50,'=',0.26,nM,9.59,CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1
CHEMBL4207984,353.39,3.88,0.0,IC50,'=',50000.0,nM,4.3,N#Cc1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1
CHEMBL5172794,601.18,4.21,1.0,IC50,'=',430.0,nM,6.37,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1
CHEMBL1328065,328.38,4.01,0.0,IC50,'=',149.0,nM,6.83,Oc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1
CHEMBL4443483,696.73,6.86,2.0,IC50,'=',331.3,nM,6.48,COc1cc2c(Nc3ccc(NC(=O)C(c4cc(F)ccc4F)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1
CHEMBL5179288,354.37,3.28,0.0,IC50,'=',1200.0,nM,5.92,N#Cc1ccc(O)c(-c2nc(NCc3ncccn3)c3ccccc3n2)c1
CHEMBL421686,252.32,3.19,0.0,IC50,'=',1080.0,nM,5.97,Cc1[nH]c2ncnc(NCc3ccccc3)c2c1C
CHEMBL307062,278.36,3.89,0.0,IC50,'=',820.0,nM,6.09,Cc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1
CHEMBL234580,484.54,2.98,0.0,IC50,'=',780.0,nM,6.11,O=C1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1
CHEMBL189779,473.32,4.03,0.0,IC50,'=',0.94,nM,9.03,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1
CHEMBL74481,278.36,3.89,0.0,IC50,'=',110.0,nM,6.96,Cc1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1
CHEMBL56266,406.85,3.13,0.0,IC50,'=',5.0,nM,8.3,CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC
CHEMBL122068,275.7,1.91,0.0,IC50,'=',220.0,nM,6.66,Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1
CHEMBL126101,267.29,2.36,0.0,IC50,'=',3710.0,nM,5.43,COc1ccccc1Nc1ncnc2cc(N)ncc12
CHEMBL358746,494.46,1.45,1.0,IC50,'=',600.0,nM,6.22,N#C/C(=C\c1cc(O)c(O)c(O)c1)C(=O)NCCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c(O)c1
CHEMBL441518,451.33,4.06,0.0,IC50,'=',4128.6,nM,5.38,CN(C)C/C=C/C(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1
CHEMBL57990,404.87,4.51,0.0,IC50,'=',49.0,nM,7.31,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C
CHEMBL47660,204.19,0.49,0.0,IC50,'=',10000.0,nM,5.0,N#C/C(=C\c1cc(O)ccc1O)C(N)=O
CHEMBL79060,496.68,5.49,1.0,IC50,'=',250.0,nM,6.6,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCN6CCNCC6)cc5)sc34)ccc2[nH]1
CHEMBL5641915,538.65,4.12,1.0,IC50,'=',9.2,nM,8.04,CCN1CCN(c2ccc(Nc3nc(Nc4ccccc4N(C)S(C)(=O)=O)c4cc[nH]c4n3)cc2F)CC1
CHEMBL113070,483.36,5.45,1.0,IC50,'=',80.0,nM,7.1,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21
CHEMBL103860,274.27,2.29,0.0,IC50,'=',3300.0,nM,5.48,O=C(O)c1cc(CCc2cc(O)ccc2O)ccc1O
CHEMBL51741,395.26,4.21,0.0,IC50,'=',0.4,nM,9.4,C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1
CHEMBL91811,452.36,4.42,0.0,IC50,'=',85.0,nM,7.07,CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CHEMBL2348417,508.0,5.19,2.0,IC50,'=',36.0,nM,7.44,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1
